1.000000000000000056e-01 1.359944073503361640e-02
1.002000000000000113e-01 1.359938294543113456e-02
1.004004000000000146e-01 1.359932557845042189e-02
1.006012008000000124e-01 1.359926863128804210e-02
1.008024032016000132e-01 1.359921210115472290e-02
1.010040080080032154e-01 1.359915598527534041e-02
1.012060160240192269e-01 1.359910028088893129e-02
1.014084280560672707e-01 1.359904498524868582e-02
1.016112449121794048e-01 1.359899009562194616e-02
1.018144674020037693e-01 1.359893560929019592e-02
1.020180963368077787e-01 1.359888152354905670e-02
1.022221325294813965e-01 1.359882783570828639e-02
1.024265767945403555e-01 1.359877454309175657e-02
1.026314299481294323e-01 1.359872164303745079e-02
1.028366928080256953e-01 1.359866913289744898e-02
1.030423661936417518e-01 1.359861701003792916e-02
1.032484509260290367e-01 1.359856527183911888e-02
1.034549478278810886e-01 1.359851391569532643e-02
1.036618577235368516e-01 1.359846293901488014e-02
1.038691814389839235e-01 1.359841233922014052e-02
1.040769198018618863e-01 1.359836211374747424e-02
1.042850736414656088e-01 1.359831226004722463e-02
1.044936437887485359e-01 1.359826277558370648e-02
1.047026310763260332e-01 1.359821365783516617e-02
1.049120363384786897e-01 1.359816490429377814e-02
1.051218604111556487e-01 1.359811651246561198e-02
1.053321041319779661e-01 1.359806847987060120e-02
1.055427683402419270e-01 1.359802080404252933e-02
1.057538538769224046e-01 1.359797348252899697e-02
1.059653615846762459e-01 1.359792651289139752e-02
1.061772923078456027e-01 1.359787989270488419e-02
1.063896468924612898e-01 1.359783361955834748e-02
1.066024261862462130e-01 1.359778769105437872e-02
1.068156310386186997e-01 1.359774210480924235e-02
1.070292623006959404e-01 1.359769685845284813e-02
1.072433208252973336e-01 1.359765194962870606e-02
1.074578074669479272e-01 1.359760737599391422e-02
1.076727230818818187e-01 1.359756313521909461e-02
1.078880685280455831e-01 1.359751922498839832e-02
1.081038446651016727e-01 1.359747564299943270e-02
1.083200523544318727e-01 1.359743238696324227e-02
1.085366924591407434e-01 1.359738945460427922e-02
1.087537658440590194e-01 1.359734684366034792e-02
1.089712733757471352e-01 1.359730455188258406e-02
1.091892159224986253e-01 1.359726257703540095e-02
1.094075943543436208e-01 1.359722091689646341e-02
1.096264095430523056e-01 1.359717956925663926e-02
1.098456623621384132e-01 1.359713853191996460e-02
1.100653536868626964e-01 1.359709780270359700e-02
1.102854843942364244e-01 1.359705737943778421e-02
1.105060553630248937e-01 1.359701725996580179e-02
1.107270674737509397e-01 1.359697744214393919e-02
1.109485216086984471e-01 1.359693792384142862e-02
1.111704186519158477e-01 1.359689870294042077e-02
1.113927594892196726e-01 1.359685977733593454e-02
1.116155450081981054e-01 1.359682114493581014e-02
1.118387760982145068e-01 1.359678280366066923e-02
1.120624536504109398e-01 1.359674475144385768e-02
1.122865785577117637e-01 1.359670698623142125e-02
1.125111517148271872e-01 1.359666950598203972e-02
1.127361740182568350e-01 1.359663230866698692e-02
1.129616463662933556e-01 1.359659539227008745e-02
1.131875696590259467e-01 1.359655875478766457e-02
1.134139447983440047e-01 1.359652239422849511e-02
1.136407726879406915e-01 1.359648630861375919e-02
1.138680542333165707e-01 1.359645049597699336e-02
1.140957903417832014e-01 1.359641495436404723e-02
1.143239819224667747e-01 1.359637968183301932e-02
1.145526298863117076e-01 1.359634467645422576e-02
1.147817351460843349e-01 1.359630993631013966e-02
1.150112986163765033e-01 1.359627545949534076e-02
1.152413212136092630e-01 1.359624124411647553e-02
1.154718038560364757e-01 1.359620728829219818e-02
1.157027474637485481e-01 1.359617359015311520e-02
1.159341529586760400e-01 1.359614014784175061e-02
1.161660212645933971e-01 1.359610695951248352e-02
1.163983533071225873e-01 1.359607402333149265e-02
1.166311500137368340e-01 1.359604133747671639e-02
1.168644123137643070e-01 1.359600890013779907e-02
1.170981411383918425e-01 1.359597670951603020e-02
1.173323374206686198e-01 1.359594476382430112e-02
1.175670020955099510e-01 1.359591306128704949e-02
1.178021360997009714e-01 1.359588160014021073e-02
1.180377403719003737e-01 1.359585037863115554e-02
1.182738158526441680e-01 1.359581939501865351e-02
1.185103634843494569e-01 1.359578864757280021e-02
1.187473842113181549e-01 1.359575813457498256e-02
1.189848789797407907e-01 1.359572785431782151e-02
1.192228487377002683e-01 1.359569780510510445e-02
1.194612944351756689e-01 1.359566798525175743e-02
1.197002170240460267e-01 1.359563839308376709e-02
1.199396174580941166e-01 1.359560902693814424e-02
1.201794966930102987e-01 1.359557988516286314e-02
1.204198556863963210e-01 1.359555096611681120e-02
1.206606953977691077e-01 1.359552226816972652e-02
1.209020167885646452e-01 1.359549378970216146e-02
1.211438208221417706e-01 1.359546552910541155e-02
1.213861084637860577e-01 1.359543748478147726e-02
1.216288806807136330e-01 1.359540965514299121e-02
1.218721384420750620e-01 1.359538203861318517e-02
1.221158827189592067e-01 1.359535463362582242e-02
1.223601144843971256e-01 1.359532743862515089e-02
1.226048347133659178e-01 1.359530045206584249e-02
1.228500443827926503e-01 1.359527367241294797e-02
1.230957444715582300e-01 1.359524709814183621e-02
1.233419359605013449e-01 1.359522072773814566e-02
1.235886198324223501e-01 1.359519455969772708e-02
1.238357970720871948e-01 1.359516859252658805e-02
1.240834686662313641e-01 1.359514282474084436e-02
1.243316356035638337e-01 1.359511725486666801e-02
1.245802988747709561e-01 1.359509188144022301e-02
1.248294594725204987e-01 1.359506670300761853e-02
1.250791183914655436e-01 1.359504171812486208e-02
1.253292766282484705e-01 1.359501692535779530e-02
1.255799351815049536e-01 1.359499232328203848e-02
1.258310950518679583e-01 1.359496791048295759e-02
1.260827572419716824e-01 1.359494368555557928e-02
1.263349227564556365e-01 1.359491964710457176e-02
1.265875926019685571e-01 1.359489579374415988e-02
1.268407677871724870e-01 1.359487212409809728e-02
1.270944493227468275e-01 1.359484863679960055e-02
1.273486382213923074e-01 1.359482533049129714e-02
1.276033354978350909e-01 1.359480220382517854e-02
1.278585421688307744e-01 1.359477925546253782e-02
1.281142592531684388e-01 1.359475648407392281e-02
1.283704877716747850e-01 1.359473388833909099e-02
1.286272287472181308e-01 1.359471146694694182e-02
1.288844832047125744e-01 1.359468921859547687e-02
1.291422521711219906e-01 1.359466714199174080e-02
1.294005366754642228e-01 1.359464523585177109e-02
