15.999	 2.20624
15.998	 2.2048
15.997	 2.20318
15.996	 2.20134
15.995	 2.19919
15.994	 2.19663
15.993	 2.19565
15.992	 2.19604
15.991	 2.19642
15.99	 2.19679
15.989	 2.19714
15.988	 2.19749
15.987	 2.19783
15.986	 2.19816
15.985	 2.19848
15.984	 2.19879
15.983	 2.1991
15.982	 2.1994
15.981	 2.19969
15.98	 2.19911
15.979	 2.19825
15.978	 2.19732
15.977	 2.19632
15.976	 2.19524
15.975	 2.19407
15.974	 2.19278
15.973	 2.19135
15.972	 2.18974
15.971	 2.18791
15.97	 2.18578
15.969	 2.18324
15.968	 2.18008
15.967	 2.17943
15.966	 2.17874
15.965	 2.17802
15.964	 2.17726
15.963	 2.17645
15.962	 2.17558
15.961	 2.17465
15.96	 2.17366
15.959	 2.17258
15.958	 2.1714
15.957	 2.1701
15.956	 2.16865
15.955	 2.16723
15.954	 2.16633
15.953	 2.16536
15.952	 2.16431
15.951	 2.16318
15.95	 2.16193
15.949	 2.16054
15.948	 2.15899
15.947	 2.15723
15.946	 2.15518
15.945	 2.15275
15.944	 2.14974
15.943	 2.14579
15.942	 2.14429
15.941	 2.14626
15.94	 2.14796
15.939	 2.14947
15.938	 2.15081
15.937	 2.15203
15.936	 2.15314
15.935	 2.15416
15.934	 2.15511
15.933	 2.15599
15.932	 2.15681
15.931	 2.15759
15.93	 2.15832
15.929	 2.15794
15.928	 2.15721
15.927	 2.15643
15.926	 2.15559
15.925	 2.15471
15.924	 2.15375
15.923	 2.15272
15.922	 2.15159
15.921	 2.15036
15.92	 2.149
15.919	 2.14747
15.918	 2.14574
15.917	 2.14451
15.916	 2.15166
15.915	 2.15622
15.914	 2.15957
15.913	 2.16223
15.912	 2.16443
15.911	 2.16631
15.91	 2.16795
15.909	 2.1694
15.908	 2.17071
15.907	 2.1719
15.906	 2.17299
15.905	 2.17399
15.904	 2.17426
15.903	 2.17339
15.902	 2.17246
15.901	 2.17146
15.9	 2.17037
15.899	 2.16918
15.898	 2.16788
15.897	 2.16642
15.896	 2.16479
15.895	 2.16291
15.894	 2.16071
15.893	 2.15806
15.892	 2.15472
15.891	 2.15307
15.89	 2.15231
15.889	 2.15149
15.888	 2.15062
15.887	 2.14968
15.886	 2.14867
15.885	 2.14758
15.884	 2.14638
15.883	 2.14505
15.882	 2.14357
15.881	 2.1419
15.88	 2.13997
15.879	 2.14144
15.878	 2.15959
15.877	 2.16682
15.876	 2.17142
15.875	 2.17481
15.874	 2.1775
15.873	 2.17973
15.872	 2.18163
15.871	 2.18329
15.87	 2.18476
15.869	 2.18608
15.868	 2.18728
15.867	 2.18838
15.866	 2.18856
15.865	 2.18768
15.864	 2.18673
15.863	 2.18571
15.862	 2.1846
15.861	 2.18339
15.86	 2.18205
15.859	 2.18057
15.858	 2.17889
15.857	 2.17696
15.856	 2.1747
15.855	 2.17195
15.854	 2.16847
15.853	 2.16712
15.852	 2.16618
15.851	 2.16517
15.85	 2.16407
15.849	 2.16287
15.848	 2.16155
15.847	 2.16007
15.846	 2.15841
15.845	 2.15649
15.844	 2.15424
15.843	 2.15151
15.842	 2.14803
15.841	 2.14478
15.84	 2.14504
15.839	 2.1453
15.838	 2.14555
15.837	 2.1458
15.836	 2.14604
15.835	 2.14628
15.834	 2.14651
15.833	 2.14674
15.832	 2.14696
15.831	 2.14719
15.83	 2.1474
15.829	 2.14762
15.828	 2.14715
15.827	 2.14638
15.826	 2.14555
15.825	 2.14466
15.824	 2.14371
15.823	 2.14268
15.822	 2.14156
15.821	 2.14033
15.82	 2.13897
15.819	 2.13745
15.818	 2.13572
15.817	 2.13372
15.816	 2.14149
15.815	 2.15989
15.814	 2.16716
15.813	 2.17178
15.812	 2.17518
15.811	 2.17787
15.81	 2.1801
15.809	 2.182
15.808	 2.18366
15.807	 2.18514
15.806	 2.18646
15.805	 2.18766
15.804	 2.18876
15.803	 2.1885
15.802	 2.18746
15.801	 2.18632
15.8	 2.18507
15.799	 2.18368
15.798	 2.18214
15.797	 2.18039
15.796	 2.17836
15.795	 2.17596
15.794	 2.17301
15.793	 2.16919
15.792	 2.16375
15.791	 2.15887
15.79	 2.17033
15.789	 2.17632
15.788	 2.1804
15.787	 2.1835
15.786	 2.18601
15.785	 2.18811
15.784	 2.18992
15.783	 2.19151
15.782	 2.19293
15.781	 2.19421
15.78	 2.19537
15.779	 2.19645
15.778	 2.1961
15.777	 2.19496
15.776	 2.1937
15.775	 2.19232
15.774	 2.19078
15.773	 2.18903
15.772	 2.18701
15.771	 2.18461
15.77	 2.18168
15.769	 2.1779
15.768	 2.17254
15.767	 2.16324
15.766	 2.14553
15.765	 2.16062
15.764	 2.16737
15.763	 2.17178
