      31.1042      5.75968
      31.0559      5.62296
      31.0077      5.49731
      30.9597      5.42143
      30.9119      5.39733
      30.8642      5.37948
      30.8166      5.29618
      30.7692      5.22313
      30.7220      5.19890
      30.6749      5.23562
      30.6279      5.38997
      30.5810      5.60347
      30.5343      5.77354
      30.4878      5.82516
      30.4414      5.74083
      30.3951      5.53014
      30.3490      5.35534
      30.3030      5.30573
      30.2572      5.34146
      30.2115      5.44623
      30.1659      5.49871
      30.1205      5.48869
      30.0752      5.50615
      30.0300      5.58956
      29.9850      5.72630
      29.9401      5.82539
      29.8954      5.79315
      29.8507      5.66922
      29.8063      5.50648
      29.7619      5.38976
      29.7177      5.36838
      29.6736      5.45515
      29.6296      5.62909
      29.5858      5.74584
      29.5421      5.74061
      29.4985      5.61326
      29.4551      5.39030
      29.4118      5.21290
      29.3686      5.08881
      29.3255      5.01041
      29.2826      5.09531
      29.2398      5.28399
      29.1971      5.38878
      29.1545      5.53091
      29.1121      5.54864
      29.0698      5.49248
      29.0276      5.45316
      28.9855      5.33702
      28.9436      5.31908
      28.9017      5.26594
      28.8600      5.21700
      28.8184      5.22460
      28.7770      5.11092
      28.7356      5.14865
      28.6944      5.30239
      28.6533      5.45092
      28.6123      5.65863
      28.5714      5.73935
      28.5307      5.69592
      28.4900      5.69803
      28.4495      5.74947
      28.4091      5.71667
      28.3688      5.70974
      28.3286      5.68291
      28.2885      5.66030
      28.2486      5.76678
      28.2087      5.86512
      28.1690      5.94662
      28.1294      5.97709
      28.0899      5.89462
      28.0505      5.73285
      28.0112      5.50814
      27.9720      5.32292
      27.9330      5.19036
      27.8940      5.20420
      27.8552      5.30473
      27.8164      5.36949
      27.7778      5.44034
      27.7393      5.44697
      27.7008      5.41771
      27.6625      5.39507
      27.6243      5.32562
      27.5862      5.19553
      27.5482      5.09907
      27.5103      5.09361
      27.4725      5.09964
      27.4348      5.16079
      27.3973      5.23553
      27.3598      5.18603
      27.3224      5.16993
      27.2851      5.16121
      27.2480      5.08774
      27.2109      5.11274
      27.1739      5.14658
      27.1370      5.16819
      27.1003      5.25636
      27.0636      5.29085
      27.0270      5.25686
      26.9905      5.25970
      26.9542      5.22083
      26.9179      5.23020
      26.8817      5.37171
      26.8456      5.51489
      26.8097      5.67071
      26.7738      5.79353
      26.7380      5.83512
      26.7023      5.84992
      26.6667      5.86813
      26.6312      5.77758
      26.5958      5.58382
      26.5604      5.33895
      26.5252      5.08580
      26.4901      4.98117
      26.4550      4.95511
      26.4201      4.98477
      26.3852      5.11308
      26.3505      5.18931
      26.3158      5.20805
      26.2812      5.17653
      26.2467      5.12919
      26.2123      5.11228
      26.1780      5.20326
      26.1438      5.41348
      26.1097      5.56972
      26.0756      5.62605
      26.0417      5.58690
      26.0078      5.45064
      25.9740      5.27840
      25.9403      5.11206
      25.9067      4.97752
      25.8732      5.04728
      25.8398      5.11578
      25.8064      5.15713
      25.7732      5.22841
      25.7400      5.14312
      25.7069      5.12912
      25.6739      5.12824
      25.6410      5.07106
      25.6082      5.12950
      25.5755      5.07961
      25.5428      4.98757
      25.5102      5.03776
      25.4777      5.15955
      25.4453      5.36710
      25.4130      5.59489
      25.3807      5.71462
      25.3485      5.73808
      25.3165      5.67002
      25.2845      5.59365
      25.2525      5.45144
      25.2207      5.40798
      25.1889      5.51341
      25.1572      5.61655
      25.1256      5.68732
      25.0941      5.67035
      25.0627      5.59452
      25.0313      5.51150
      25.0000      5.55167
      24.9688      5.58765
      24.9377      5.57553
      24.9066      5.50312
      24.8756      5.32681
      24.8447      5.14645
      24.8139      4.97940
      24.7831      4.85201
      24.7525      4.77839
      24.7219      4.75696
      24.6914      4.81597
      24.6609      4.89827
      24.6305      5.02922
      24.6003      5.17146
      24.5700      5.29131
      24.5399      5.39807
      24.5098      5.38270
      24.4798      5.27626
      24.4499      5.11259
      24.4200      4.96620
      24.3902      4.88373
      24.3605      4.82621
      24.3309      4.79998
      24.3013      4.81085
      24.2718      4.84322
      24.2424      4.95367
      24.2131      5.09366
      24.1838      5.17523
      24.1546      5.16601
      24.1255      5.12307
      24.0964      5.07886
      24.0674      5.00992
      24.0385      5.02226
      24.0096      5.10426
      23.9808      5.18222
      23.9521      5.28343
      23.9234      5.30663
      23.8949      5.26049
      23.8664      5.19964
      23.8379      5.08379
      23.8095      5.01678
      23.7812      5.05300
      23.7530      5.17193
      23.7248      5.40307
      23.6967      5.57286
      23.6686      5.65274
      23.6407      5.62611
      23.6127      5.51519
      23.5849      5.52765
      23.5571      5.57990
      23.5294      5.61210
      23.5018      5.61190
      23.4742      5.51253
      23.4467      5.35044
      23.4192      5.17677
      23.3918      4.96417
      23.3645      4.83375
      23.3372      4.74066
      23.3100      4.65712
      23.2829      4.68504
      23.2558      4.74487
      23.2288      4.83521
      23.2019      4.94457
      23.1750      4.95731
      23.1481      4.94737
      23.1214      5.01276
      23.0947      5.12436
      23.0681      5.26866
      23.0415      5.40578
      23.0150      5.52438
      22.9885      5.60118
      22.9621      5.59911
      22.9358      5.56139
      22.9095      5.43639
      22.8833      5.24451
      22.8571      5.11064
      22.8311      5.01130
      22.8050      5.00347
      22.7790      5.01595
      22.7531      4.96850
      22.7273      4.94307
      22.7015      4.96039
      22.6757      5.00407
      22.6501      5.07004
      22.6244      5.13700
      22.5989      5.16725
      22.5734      5.13721
      22.5479      5.06379
      22.5225      4.95647
      22.4972      4.90404
      22.4719      4.95889
      22.4467      5.04456
      22.4215      5.19148
      22.3964      5.32366
      22.3714      5.38147
      22.3464      5.31213
      22.3214      5.14481
      22.2965      5.07926
      22.2717      5.05718
      22.2469      5.13604
      22.2222      5.18727
      22.1976      5.14928
      22.1730      5.11673
      22.1484      5.03729
      22.1239      5.01239
      22.0994      5.06600
      22.0751      5.08265
      22.0507      5.05485
      22.0264      5.04336
      22.0022      5.01111
      21.9780      5.01681
      21.9539      4.98655
      21.9298      4.87284
      21.9058      4.82856
      21.8818      4.79556
      21.8579      4.84114
      21.8341      4.98388
      21.8102      4.99137
      21.7865      4.96170
      21.7628      5.01857
      21.7391      5.07653
      21.7155      5.20899
      21.6920      5.31487
      21.6685      5.27864
      21.6450      5.20249
      21.6216      5.07261
      21.5983      4.95492
      21.5750      4.98168
      21.5517      5.02003
      21.5285      5.12573
      21.5054      5.26014
      21.4823      5.31912
      21.4592      5.36817
      21.4362      5.37736
      21.4133      5.31101
      21.3904      5.26314
      21.3675      5.21390
      21.3447      5.08999
      21.3220      5.09328
      21.2993      5.15406
      21.2766      5.16152
      21.2540      5.19900
      21.2314      5.12053
      21.2089      4.93557
      21.1864      4.80386
      21.1640      4.67757
      21.1416      4.59597
      21.1193      4.61669
      21.0970      4.66563
      21.0748      4.78122
      21.0526      4.92286
      21.0305      5.07506
      21.0084      5.17094
      20.9864      5.14429
      20.9644      5.02015
      20.9424      4.88696
      20.9205      4.83367
      20.8986      4.85477
      20.8768      4.93146
      20.8551      5.03548
      20.8333      5.06984
      20.8117      5.07744
      20.7900      5.11470
      20.7684      5.06388
      20.7469      5.01473
      20.7254      4.94406
      20.7039      4.82196
      20.6825      4.78267
      20.6612      4.71244
      20.6398      4.77821
      20.6186      4.90097
      20.5973      5.00148
      20.5761      5.15707
      20.5550      5.15500
      20.5339      5.12475
      20.5128      5.01497
      20.4918      4.90706
      20.4708      4.89342
      20.4499      4.81984
      20.4290      4.83109
      20.4082      4.82945
      20.3874      4.81661
      20.3666      4.86112
      20.3459      4.87616
      20.3252      4.80827
      20.3046      4.79344
      20.2840      4.80881
      20.2634      4.83181
      20.2429      4.91671
      20.2225      4.89280
      20.2020      4.81297
      20.1816      4.74906
      20.1613      4.72156
      20.1410      4.76925
      20.1207      4.84542
      20.1005      4.85196
      20.0803      4.79388
      20.0602      4.75891
      20.0401      4.75730
      20.0200      4.84418
      20.0000      5.00584
      19.9800      5.09246
      19.9601      5.09144
      19.9402      5.04355
      19.9203      4.87605
      19.9005      4.76355
      19.8807      4.77864
      19.8610      4.73448
      19.8413      4.78823
      19.8216      4.85804
      19.8020      4.79874
      19.7824      4.77380
      19.7628      4.70484
      19.7433      4.65773
      19.7239      4.66945
      19.7044      4.72361
      19.6850      4.78324
      19.6657      4.74360
      19.6464      4.75725
      19.6271      4.74854
      19.6078      4.78686
      19.5886      4.97617
      19.5695      5.13868
      19.5503      5.31777
      19.5312      5.42681
      19.5122      5.33373
      19.4932      5.15679
      19.4742      5.02074
      19.4552      4.92189
      19.4363      4.94009
      19.4175      4.97779
      19.3986      4.88886
      19.3798      4.80070
      19.3611      4.69545
      19.3424      4.62557
      19.3237      4.68880
      19.3050      4.75528
      19.2864      4.81032
      19.2678      4.86032
      19.2493      4.84976
      19.2308      4.80190
      19.2123      4.76319
      19.1939      4.68846
      19.1755      4.65490
      19.1571      4.64860
      19.1388      4.63046
      19.1205      4.68988
      19.1022      4.80186
      19.0840      4.92372
      19.0658      5.05236
      19.0476      5.10677
      19.0295      5.02583
      19.0114      4.89874
      18.9933      4.74586
      18.9753      4.60777
      18.9573      4.56826
      18.9394      4.56056
      18.9215      4.59820
      18.9036      4.69073
      18.8857      4.78156
      18.8679      4.88003
      18.8501      4.91778
      18.8324      4.85987
      18.8147      4.78550
      18.7970      4.69919
      18.7793      4.66402
      18.7617      4.67187
      18.7441      4.64859
      18.7266      4.64321
      18.7091      4.60535
      18.6916      4.58865
      18.6741      4.62515
      18.6567      4.67821
      18.6393      4.77578
      18.6220      4.85570
      18.6047      4.91508
      18.5874      4.95861
      18.5701      4.99179
      18.5529      5.01955
      18.5357      5.01040
      18.5185      4.93576
      18.5014      4.79210
      18.4843      4.66402
      18.4672      4.59578
      18.4502      4.57305
      18.4332      4.58114
      18.4162      4.53821
      18.3993      4.54043
      18.3824      4.61064
      18.3655      4.68132
      18.3486      4.78108
      18.3318      4.77672
      18.3150      4.65651
      18.2983      4.56491
      18.2815      4.50268
      18.2648      4.51303
      18.2482      4.61714
      18.2315      4.73797
      18.2149      4.86135
      18.1984      4.99777
      18.1818      5.09125
      18.1653      5.11258
      18.1488      5.05498
      18.1324      4.92094
      18.1159      4.77633
      18.0996      4.64644
      18.0832      4.58477
      18.0669      4.58167
      18.0505      4.65422
      18.0343      4.80400
      18.0180      4.89531
      18.0018      4.97626
      17.9856      5.01366
      17.9694      4.96074
      17.9533      4.94517
      17.9372      4.96848
      17.9212      5.00761
      17.9051      5.08503
      17.8891      5.20541
      17.8731      5.26688
      17.8571      5.22480
      17.8412      5.12259
      17.8253      4.97015
      17.8094      4.85327
      17.7936      4.84646
      17.7778      4.87692
      17.7620      4.85675
      17.7462      4.77805
      17.7305      4.67904
      17.7148      4.61349
      17.6991      4.61182
